Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Yacksel Ríos","NYM",0.0488,0.0491,0,4.30875,1,0,0,0,1,4.386,0.9211,0.5153,0.47875,0.130667,0.4968,,0.0499,0.9406,8.4654,4.4712,1.89332,1.176,0.214455,0.113269,0.10118557512760162,0.239914,1.4179,0.285558,0.73087,0.403185,,4.62405,-0.0044338,-0.0514461,999,,,,"15007"
"Connor Cooke","TOR",0.0467,0.0512,0,4.4685,1,0,0,0,1,4.374,0.9478,0.5311,0.4965,0.143111,0.4481,,0.0463,0.9279,8.3511,4.0329,2.07074,1.288,0.21214,0.102446,0.10969364643096924,0.244304,1.3959,0.28651,0.723352,0.368545,,4.65432,-0.00443398,-0.0503603,999,,,,"sa3017822"
"Drew Steckenrider","ATH",0.0461,0.0518,0,4.37184,1,0,0,0,1,4.331,1.0055,0.5229,0.48576,0.129889,0.3768,,0.0424,0.755,6.795,3.3912,2.00372,1.169,0.174325,0.0870007,0.08732394874095917,0.257043,1.3823,0.289275,0.715895,0.406865,,4.60264,-0.00443489,-0.0515983,999,,,,"18806"
"Austin Cox",,0.0489,0.0558,0.02,4.43556,0.7609,0.0509,0,0,1,4.369,1.0117,0.5304,0.49284,0.138778,0.3967,,0.043,0.7863,7.0767,3.5703,1.9821,1.249,0.179973,0.0907988,0.08917371928691864,0.257476,1.4084,0.290565,0.723163,0.406015,,4.71709,-0.00443994,-0.0476438,999,,,,"24604"
"Kevin Coulter",,0.0461,0.0519,0,4.62222,1,0,0,0,1,4.398,1.015,0.5513,0.51358,0.137222,0.4324,,0.0422,0.8285,7.4565,3.8916,1.91605,1.235,0.188381,0.0983174,0.0900636687874794,0.258704,1.4474,0.296779,0.71386,0.416005,,4.71717,-0.00444082,-0.0476438,999,,,,"sa3010115"
"Darren O'Day",,0.0459,0.052,0,4.68873,1,0,0,0,1,4.357,1.0088,0.555,0.52097,0.152444,0.3785,,0.0461,0.8524,7.6716,3.4065,2.25205,1.372,0.195639,0.0868717,0.10876750200986862,0.256535,1.3873,0.292516,0.709018,0.365982,,4.71726,-0.00444183,-0.0476438,999,,,,"3321"
"Samuel Reyes",,0.0476,0.0569,0.018,4.61826,0.7708,0.0488,0,0,1,4.383,1.0318,0.5521,0.51314,0.136778,0.4082,,0.0396,0.7852,7.0668,3.6738,1.92357,1.231,0.179147,0.0931326,0.08601415157318115,0.262198,1.44,0.297032,0.711167,0.433007,,4.71759,-0.00444562,-0.0476438,999,,,,"sa3003036"
"Ryan Brady","KCR",0.0466,0.0561,0.0124,4.79052,0.8351,0.0351,0,0,1,4.402,1.096,0.5727,0.53228,0.130556,0.3688,,0.046,0.6736,6.0624,3.3192,1.82646,1.175,0.153021,0.0837801,0.06924126297235489,0.27488,1.4648,0.303308,0.695854,0.446646,,4.7609,-0.0044492,-0.043983,999,,,,"sa3020313"
"Zac Leigh","CHC",0.0475,0.0504,0,4.42737,1,0,0,0,1,4.396,0.9421,0.5286,0.49193,0.130222,0.4953,,0.0512,0.94,8.46,4.4577,1.89784,1.172,0.213831,0.112671,0.10116014629602432,0.244733,1.4374,0.292118,0.724092,0.40606,,4.61887,-0.00445836,-0.0496548,999,,,,"sa3017873"
"Jake Thompson",,0.0463,0.0516,0,4.5531,1,0,0,0,1,4.435,1.0102,0.5465,0.5059,0.121556,0.4651,,0.0665,0.811,7.299,4.1859,1.74371,1.094,0.182864,0.10487,0.0779932290315628,0.2588,1.4753,0.299122,0.711657,0.462,,4.7195,-0.00446729,-0.0476438,999,,,,"sa738914"
"Chester Pimentel",,0.0461,0.0518,0,4.60755,1,0,0,0,1,4.435,0.9818,0.5499,0.51195,0.130333,0.5024,,0.0466,0.8933,8.0397,4.5216,1.77807,1.173,0.201421,0.113281,0.08813979476690292,0.252651,1.4842,0.297469,0.717735,0.418995,,4.72121,-0.0044867,-0.0476438,999,,,,"sa877342"
"Justin Garza","SFG",0.0468,0.0524,0.0037,4.40199,0.9546,0.0096,0,0,1,4.356,0.9971,0.5256,0.48911,0.131,0.3798,,0.0471,0.8747,7.8723,3.4182,2.30305,1.179,0.200803,0.0871901,0.11361340433359146,0.253773,1.3769,0.296265,0.71328,0.408137,,4.40078,-0.004489,-0.0505637,999,,,,"19784"
"C.J. Eldred",,0.0485,0.0594,0.0286,4.69773,0.6512,0.0742,0,0,1,4.363,1.041,0.5588,0.52197,0.148667,0.3615,,0.046,0.7995,7.1955,3.2535,2.21162,1.338,0.183245,0.0828558,0.10038964450359344,0.263178,1.4025,0.296719,0.7064,0.402982,,4.72265,-0.00450296,-0.0476438,999,,,,"sa3006697"
"Micah Dallas","ATH",0.046,0.0519,0,4.39263,1,0,0,0,1,4.322,1.0106,0.525,0.48807,0.133444,0.3643,,0.0409,0.7533,6.7797,3.2787,2.0678,1.201,0.174294,0.0842897,0.09000462293624878,0.258017,1.3749,0.289485,0.715357,0.406876,,4.61026,-0.00450401,-0.0515791,999,,,,"sa3020391"
"Francisco Morales",,0.0467,0.0512,0,4.48497,1,0,0,0,1,4.484,0.9163,0.5372,0.49833,0.117333,0.6069,,0.0646,0.9915,8.9235,5.4621,1.63371,1.056,0.22112,0.135348,0.08577163517475128,0.240341,1.5232,0.295512,0.725569,0.431992,,4.72331,-0.00451052,-0.0476438,999,,,,"22913"
"Zach Greene","NYY",0.0506,0.0586,0.0322,4.61439,0.605,0.084,0,0,1,4.384,0.9852,0.5494,0.51271,0.153889,0.4312,,0.0404,0.8861,7.9749,3.8808,2.05496,1.385,0.202121,0.0983577,0.10376369208097458,0.251815,1.4164,0.289412,0.721925,0.39939,,4.80964,-0.00451326,-0.0490666,999,,,,"sa1119415"
"Miguel Sánchez",,0.0462,0.0517,0,4.57866,1,0,0,0,1,4.388,1.0239,0.5475,0.50874,0.135333,0.4148,,0.0466,0.7932,7.1388,3.7332,1.91225,1.218,0.180766,0.0945305,0.08623519539833069,0.26076,1.4387,0.29638,0.713398,0.432995,,4.72361,-0.00451392,-0.0476438,999,,,,"20074"
"Hansel Rincon",,0.0461,0.0519,0,4.62312,1,0,0,0,1,4.396,1.0218,0.5518,0.51368,0.136556,0.424,,0.0443,0.8112,7.3008,3.816,1.91321,1.229,0.184531,0.0964513,0.08808008581399918,0.260152,1.4458,0.297067,0.712565,0.421998,,4.7242,-0.0045206,-0.0476438,999,,,,"sa3015450"
"Joey Krehbiel",,0.046,0.0519,0,4.62483,1,0,0,0,1,4.394,1.0423,0.553,0.51387,0.136778,0.4017,,0.0404,0.7728,6.9552,3.6153,1.92382,1.231,0.175876,0.0914201,0.08445608615875244,0.263747,1.444,0.297642,0.711371,0.434997,,4.72529,-0.00453295,-0.0476438,999,,,,"13707"
"Will Carter",,0.0469,0.0545,0.0096,4.61601,0.8804,0.0254,0,0,1,4.42,1.0054,0.5518,0.51289,0.130889,0.4663,,0.0471,0.8419,7.5771,4.1967,1.80549,1.178,0.190475,0.105498,0.08497736603021622,0.257359,1.4717,0.29808,0.713956,0.43301,,4.72444,-0.00453346,-0.0476533,999,,,,"sa829689"
"Brandon Johnson","KCR",0.0459,0.052,0,4.76982,1,0,0,0,1,4.423,1.0126,0.5661,0.52998,0.137,0.4616,,0.0405,0.8423,7.5807,4.1544,1.82474,1.233,0.190436,0.104364,0.08607280254364014,0.258257,1.4742,0.297661,0.708125,0.383696,,4.76918,-0.00454299,-0.043983,999,,,,"sa3020610"
"Harrison Cohen","NYY",0.0475,0.0512,0.0018,4.59009,0.9761,0.0051,0,0,1,4.393,0.9864,0.5463,0.51001,0.151333,0.4332,,0.0449,0.8777,7.8993,3.8988,2.02608,1.362,0.199795,0.0986114,0.1011836901307106,0.25196,1.4196,0.289364,0.72309,0.396427,,4.81271,-0.00454718,-0.0490666,999,,,,"sa3020811"
"Joan Martinez",,0.0452,0.0527,0,4.90698,1,0,0,0,1,4.433,1.0175,0.5813,0.54522,0.142667,0.4653,,0.0505,0.8709,7.8381,4.1877,1.8717,1.284,0.196458,0.104963,0.09149559587240219,0.259752,1.4828,0.301289,0.702614,0.392345,,4.82675,-0.00456752,-0.0425542,999,,,,"sa917483"
"Ryan Smith",,0.0467,0.0512,0,4.48893,1,0,0,0,1,4.398,1.0091,0.5366,0.49877,0.133556,0.4352,,0.0459,0.8088,7.2792,3.9168,1.85846,1.202,0.183902,0.0989541,0.08494769781827927,0.257627,1.4443,0.294346,0.721931,0.414,,4.7284,-0.00456824,-0.0476438,999,,,,"sa1159711"
"Mark Melancon",,0.046,0.0519,0,4.60044,1,0,0,0,1,4.403,1.0898,0.5533,0.51116,0.126222,0.3807,,0.0383,0.6679,6.0111,3.4263,1.7544,1.136,0.151692,0.0864638,0.06522826105356216,0.273544,1.4705,0.302074,0.708926,0.475015,,4.72857,-0.00457013,-0.0476438,999,,,,"4264"
"Shawn Morimando",,0.0464,0.0515,0,4.57038,1,0,0,0,1,4.388,1.0221,0.5441,0.50782,0.141333,0.409,,0.0424,0.8147,7.3323,3.681,1.99193,1.272,0.185665,0.0932088,0.09245670586824417,0.25964,1.4311,0.295503,0.719248,0.391997,,4.72861,-0.00457063,-0.0476438,999,,,,"13606"
"Tayron Guerrero",,0.0457,0.0537,0.0036,4.74156,0.9514,0.0104,0,0,1,4.393,1.0347,0.5648,0.52684,0.149556,0.4069,,0.048,0.7992,7.1928,3.6621,1.96412,1.346,0.181926,0.0926246,0.08930116146802902,0.262741,1.4416,0.2961,0.71156,0.421046,,4.877,-0.00457299,-0.0465989,999,,,,"11691"
"Erik Martinez",,0.0494,0.0606,0.0349,4.64553,0.577,0.09,0,0,1,4.357,1.0171,0.5526,0.51617,0.148889,0.3777,,0.0461,0.8223,7.4007,3.3993,2.17712,1.34,0.188731,0.0866881,0.10204269737005234,0.258593,1.3948,0.293115,0.709905,0.397597,,4.72884,-0.00457315,-0.0476438,999,,,,"sa3020835"
"Taylor Lehman",,0.047,0.0509,0,4.41459,1,0,0,0,1,4.433,0.9837,0.5303,0.49051,0.121667,0.506,,0.0459,0.8373,7.5357,4.554,1.65474,1.095,0.188879,0.114144,0.07473494857549667,0.253459,1.4897,0.295001,0.727167,0.440983,,4.72925,-0.00457781,-0.0476438,999,,,,"sa3007834"
"Lincoln Henzman","ATH",0.0459,0.0521,0,4.38129,1,0,0,0,1,4.355,1.0417,0.528,0.48681,0.117889,0.3814,,0.0468,0.6835,6.1515,3.4326,1.79208,1.061,0.156946,0.0875775,0.06936854124069214,0.26528,1.4231,0.295581,0.711495,0.467143,,4.61664,-0.00457892,-0.0515791,999,,,,"sa3005187"
"R.J. Dabovich","SFG",0.0468,0.0512,0,4.35276,1,0,0,0,1,4.386,0.951,0.52,0.48364,0.125222,0.4611,,0.0432,0.9484,8.5356,4.1499,2.05682,1.127,0.216233,0.10513,0.11110350489616394,0.244996,1.4121,0.294072,0.721303,0.402082,,4.41047,-0.00458286,-0.0505449,999,,,,"sa3014431"
"Hayden Deal",,0.0504,0.0595,0.0365,4.4838,0.5795,0.0895,0,0,1,4.397,1.051,0.54,0.4982,0.125111,0.4018,,0.0505,0.7099,6.3891,3.6162,1.7668,1.126,0.161451,0.0913805,0.07007050514221191,0.266433,1.4528,0.297743,0.71444,0.467012,,4.73002,-0.00458664,-0.0476438,999,,,,"sa3004680"
"Brayan De Paula",,0.0474,0.0505,0,4.31091,1,0,0,0,1,4.5,0.9501,0.5219,0.47899,0.100889,0.612,,0.0638,0.888,7.992,5.508,1.45098,0.908,0.197333,0.136,0.061333343386650085,0.248444,1.5621,0.299513,0.732094,0.492003,,4.72944,-0.00459016,-0.0476533,999,,,,"sa3005070"
"Vladimir Gutierrez",,0.0423,0.0555,0,4.94181,1,0,0,0,1,4.431,1.0489,0.5846,0.54909,0.152,0.4099,,0.0495,0.7986,7.1874,3.6891,1.94828,1.368,0.18023,0.0925073,0.08772285282611847,0.2641,1.4588,0.296888,0.701605,0.371783,,4.92348,-0.00459108,-0.044807,999,,,,"19278"
"Jeremy Walker",,0.0478,0.0544,0.0116,4.69125,0.8499,0.0319,0,0,1,4.379,1.0519,0.5614,0.52125,0.142667,0.3829,,0.0526,0.7082,6.3738,3.4461,1.84957,1.284,0.161726,0.0874401,0.07428636401891708,0.266743,1.4348,0.294,0.707168,0.449679,,4.91125,-0.00459931,-0.0460121,999,,,,"19981"
"Wilkin Ramos","PIT",0.0452,0.0528,0,4.61115,1,0,0,0,1,4.492,1.0239,0.5557,0.51235,0.105222,0.5381,,0.0575,0.7847,7.0623,4.8429,1.45828,0.947,0.174688,0.119791,0.05489758402109146,0.262781,1.562,0.305566,0.711322,0.494886,,4.75177,-0.00460082,-0.0446113,999,,,,"sa3006487"
"Robbie Baker",,0.0461,0.0518,0,4.63005,1,0,0,0,1,4.352,1.0417,0.551,0.51445,0.148,0.3503,,0.0433,0.7699,6.9291,3.1527,2.19783,1.332,0.176907,0.0804917,0.0964154377579689,0.263162,1.392,0.293932,0.709824,0.400988,,4.73148,-0.00460314,-0.0476438,999,,,,"sa3008103"
"Brendan Nail",,0.0487,0.0574,0.0236,4.55265,0.7147,0.0607,0,0,1,4.399,1.0199,0.544,0.50585,0.135556,0.4216,,0.0509,0.8072,7.2648,3.7944,1.91461,1.22,0.183496,0.09584,0.08765628933906555,0.259748,1.4415,0.296387,0.717012,0.418001,,4.7318,-0.0046068,-0.0476438,999,,,,"sa3005359"
"Brendan Hardy","COL",0.0426,0.0553,0,5.18733,1,0,0,0,1,4.484,1.0507,0.6141,0.57637,0.151778,0.4871,,0.0562,0.8743,7.8687,4.3839,1.79491,1.366,0.194982,0.108631,0.08635147660970688,0.266628,1.5378,0.308418,0.696968,0.412526,,5.02089,-0.00460802,-0.035345,999,,,,"sa3008290"
"Jeff Belge","CHC",0.0481,0.0498,0,4.29894,1,0,0,0,1,4.384,0.9544,0.5153,0.47766,0.127556,0.4857,,0.0396,0.8844,7.9596,4.3713,1.82088,1.148,0.201734,0.110789,0.09094434976577759,0.247337,1.4401,0.290453,0.733083,0.414079,,4.6318,-0.00460839,-0.0496548,999,,,,"sa3011231"
"Will Kobos",,0.045,0.0529,0,4.70817,1,0,0,0,1,4.435,0.986,0.5588,0.52313,0.136222,0.4898,,0.0452,0.8948,8.0532,4.4082,1.82687,1.226,0.201759,0.11044,0.09131905436515808,0.252821,1.4758,0.296195,0.713569,0.379082,,4.75277,-0.00461215,-0.0446113,999,,,,"sa3007614"
"Dylan Phillips","LAA",0.0462,0.0517,0,4.58748,1,0,0,0,1,4.405,0.9974,0.5466,0.50972,0.146111,0.4406,,0.0582,0.8403,7.5627,3.9654,1.90717,1.315,0.19076,0.100023,0.09073779731988907,0.255338,1.438,0.291558,0.722692,0.402104,,4.88172,-0.004615,-0.0465893,999,,,,"sa3019862"
"Jonathan Hennigan",,0.0479,0.0545,0.013,4.48209,0.8442,0.0332,0,0,1,4.429,1.0077,0.5382,0.49801,0.123444,0.4779,,0.0488,0.8093,7.2837,4.3011,1.69345,1.111,0.182727,0.107902,0.07482502609491348,0.258232,1.4856,0.297774,0.721676,0.447,,4.73276,-0.00461764,-0.0476438,999,,,,"sa918447"
"Haylen Green",,0.0472,0.0526,0.0053,4.47984,0.9349,0.0139,0,0,1,4.402,1.0273,0.5374,0.49776,0.128444,0.4232,,0.0513,0.7634,6.8706,3.8088,1.80388,1.156,0.173421,0.0961381,0.07728305459022522,0.261566,1.4505,0.296099,0.718593,0.439008,,4.73296,-0.0046199,-0.0476438,999,,,,"sa3017716"
"Cody Laweryson","MIN",0.0459,0.0521,0,4.65993,1,0,0,0,1,4.352,1.0132,0.5514,0.51777,0.153889,0.367,,0.0418,0.84,7.56,3.303,2.28883,1.385,0.193015,0.084329,0.10868564993143082,0.256949,1.3802,0.29136,0.711566,0.358146,,4.71344,-0.00462752,-0.0491612,999,,,,"sa3010633"
"Griffin Roberts",,0.0462,0.0518,0,4.60224,1,0,0,0,1,4.446,0.9752,0.5495,0.51136,0.127889,0.5033,,0.0657,0.9007,8.1063,4.5297,1.78959,1.151,0.202587,0.113203,0.08938371390104294,0.251535,1.4785,0.297468,0.714915,0.423996,,4.73464,-0.00463893,-0.0476438,999,,,,"sa3008483"
"Jimmy Burnette","TOR",0.0471,0.0508,0,4.3542,1,0,0,0,1,4.44,0.9544,0.5225,0.4838,0.121778,0.5067,,0.0669,0.8988,8.0892,4.5603,1.77383,1.096,0.202432,0.114122,0.08831082284450531,0.246845,1.4611,0.292577,0.727252,0.427638,,4.67279,-0.00465362,-0.0503699,999,,,,"sa3017367"
"Francis Peguero",,0.0467,0.0536,0.0065,4.61043,0.9184,0.0174,0,0,1,4.354,1.0436,0.5499,0.51227,0.144556,0.3527,,0.0464,0.753,6.777,3.1743,2.13496,1.301,0.172944,0.081006,0.09193845838308334,0.263875,1.3963,0.294061,0.708924,0.41599,,4.737,-0.00466577,-0.0476438,999,,,,"sa3005209"
"Jack Dreyer","LAD",1.585,1.452,0,4.16769,31,0,0,0.6776,31,133.736,28.8836,15.4284,14.3554,4.35378,13.3249,,1.114,30.1351,8.7489,3.86852,2.26156,1.264,0.225333,0.0996359,0.12569689750671387,0.242115,1.36156,0.289239,0.74156,0.394881,,4.44537,-0.00467352,0.10839,999,,,,"sa3018789"
"Josimar Cousin",,0.0462,0.0517,0,4.61349,1,0,0,0,1,4.348,1.0181,0.5478,0.51261,0.151222,0.3676,,0.0409,0.81,7.29,3.3084,2.20348,1.361,0.186293,0.0845446,0.10174793004989624,0.258434,1.3857,0.291067,0.713721,0.381007,,4.73787,-0.00467559,-0.0476438,999,,,,"sa3021579"
"Bryce Bonnin","TEX",0.0474,0.0535,0.008,4.64562,0.8953,0.0223,0,0,1,4.397,0.9785,0.5512,0.51618,0.150667,0.4443,,0.0469,0.9049,8.1441,3.9987,2.03669,1.356,0.205799,0.101046,0.10475324839353561,0.250525,1.4228,0.290444,0.719221,0.375594,,4.78895,-0.00467807,-0.0487615,999,,,,"sa3014453"
"Jasseel De La Cruz",,0.0469,0.0554,0.0118,4.67208,0.8508,0.0318,0,0,1,4.393,1.0427,0.5578,0.51912,0.138111,0.3931,,0.0526,0.78,7.02,3.5379,1.98423,1.243,0.177555,0.0894833,0.08807192742824554,0.264155,1.4358,0.298624,0.706671,0.429974,,4.73902,-0.0046887,-0.0476438,999,,,,"sa879559"
"Sean Poppen",,0.0459,0.052,0,4.64526,1,0,0,0,1,4.384,1.0528,0.5546,0.51614,0.138556,0.3744,,0.0555,0.759,6.831,3.3696,2.02724,1.247,0.17313,0.0854015,0.0877281129360199,0.266255,1.4272,0.299111,0.707577,0.429998,,4.7394,-0.00469298,-0.0476438,999,,,,"19583"
"Christopher Troye","BOS",0.0454,0.0525,0,4.85217,1,0,0,0,1,4.486,0.9687,0.5766,0.53913,0.130333,0.5835,,0.0438,0.9523,8.5707,5.2515,1.63205,1.173,0.212283,0.130071,0.08221131563186646,0.251043,1.5522,0.301998,0.712255,0.406033,,4.83811,-0.00469558,-0.0425542,999,,,,"sa3017530"
"Robby Ahlstrom","TEX",0.0477,0.0523,0.0057,4.53402,0.9266,0.0156,0,0,1,4.411,0.9912,0.5405,0.50378,0.141556,0.4515,,0.0487,0.8579,7.7211,4.0635,1.90011,1.274,0.194491,0.102358,0.09213331341743469,0.253452,1.4427,0.291839,0.724937,0.395869,,4.7915,-0.0047066,-0.0487615,999,,,,"sa3018193"
"Mack Lemieux",,0.0479,0.05,0,4.55175,1,0,0,0,1,4.439,1.0257,0.5451,0.50575,0.117111,0.4761,,0.0442,0.8311,7.4799,4.2849,1.74564,1.054,0.187227,0.107254,0.07997296750545502,0.261745,1.5018,0.305872,0.715106,0.43748,,4.58762,-0.00471183,-0.0455292,999,,,,"sa875726"
"Bryan Mitchell",,0.0459,0.052,0,4.65012,1,0,0,0,1,4.376,1.0381,0.5543,0.51668,0.141778,0.3831,,0.0451,0.7762,6.9858,3.4479,2.0261,1.276,0.177377,0.0875457,0.08983089029788971,0.262957,1.4212,0.295833,0.708998,0.415011,,4.74179,-0.00472007,-0.0476438,999,,,,"11479"
"Chandler Casey",,0.046,0.0519,0,4.61331,1,0,0,0,1,4.413,1.0364,0.553,0.51259,0.128444,0.4387,,0.0431,0.7697,6.9273,3.9483,1.7545,1.156,0.174416,0.0994108,0.0750056728720665,0.263635,1.4751,0.299353,0.711894,0.453002,,4.74226,-0.00472536,-0.0476438,999,,,,"sa3010820"
"Jayvien Sandridge",,0.0471,0.0508,0,4.40469,1,0,0,0,1,4.488,0.9059,0.5276,0.48941,0.118778,0.6335,,0.0492,1.0078,9.0702,5.7015,1.59084,1.069,0.224554,0.141154,0.0834001898765564,0.238063,1.5394,0.293842,0.736867,0.413001,,4.74309,-0.00473481,-0.0476438,999,,,,"sa3007621"
"Joey Murray",,0.0468,0.0546,0.0097,4.64886,0.8771,0.0261,0,0,1,4.406,0.994,0.5533,0.51654,0.139778,0.4528,,0.0482,0.8722,7.8498,4.0752,1.92624,1.258,0.197957,0.102769,0.09518837183713913,0.254545,1.4468,0.29527,0.714165,0.400993,,4.74219,-0.00473481,-0.0476533,999,,,,"sa3007234"
"Billy Lescher",,0.0451,0.0528,0,4.50018,1,0,0,0,1,4.348,1.0086,0.5353,0.50002,0.141889,0.3586,,0.0481,0.8035,7.2315,3.2274,2.24066,1.277,0.184798,0.0824747,0.10232289880514145,0.255905,1.3672,0.289298,0.711905,0.378793,,4.62414,-0.00474459,-0.0501903,999,,,,"sa3004471"
"Ryan Nutof",,0.0461,0.0518,0,4.59171,1,0,0,0,1,4.423,1.0213,0.5505,0.51019,0.126444,0.4618,,0.0449,0.7931,7.1379,4.1562,1.71741,1.138,0.179313,0.104409,0.07490391284227371,0.260782,1.4831,0.298608,0.714046,0.452997,,4.74416,-0.0047469,-0.0476438,999,,,,"sa915630"
"Silvino Bracho",,0.0453,0.0526,0,4.91049,1,0,0,0,1,4.342,1.0209,0.5775,0.54561,0.192222,0.3349,,0.0447,0.8854,7.9686,3.0141,2.64377,1.73,0.203915,0.0771304,0.12678488343954086,0.257647,1.3558,0.287259,0.716212,0.33833,,5.03337,-0.00475218,-0.0416075,999,,,,"15051"
"Fitz Stadler",,0.0461,0.0518,0,4.61079,1,0,0,0,1,4.44,0.9791,0.5506,0.51231,0.129333,0.5113,,0.0486,0.8913,8.0217,4.6017,1.7432,1.164,0.200743,0.115158,0.0855855792760849,0.252339,1.4904,0.297177,0.71777,0.422001,,4.74491,-0.00475547,-0.0476438,999,,,,"sa876081"
"Guillo Zuñiga","PHI",0.0467,0.0512,0,4.73526,1,0,0,0,1,4.376,0.9922,0.5617,0.52614,0.155,0.4381,,0.0463,0.838,7.542,3.9429,1.91281,1.395,0.191499,0.100114,0.09138482064008713,0.254959,1.4303,0.288829,0.715899,0.385194,,4.95868,-0.00476425,-0.0460121,999,,,,"19588"
"Joe Navilhon",,0.0471,0.0549,0.011,4.65822,0.8582,0.0302,0,0,1,4.336,0.9999,0.5501,0.51758,0.161444,0.3609,,0.0427,0.8649,7.7841,3.2481,2.39651,1.453,0.19947,0.0832334,0.11623615026473999,0.254272,1.3608,0.28852,0.714413,0.342001,,4.74626,-0.00477071,-0.0476438,999,,,,"sa918459"
"Eric Pardinho","TOR",0.0464,0.0515,0,4.50603,1,0,0,0,1,4.407,0.9737,0.5383,0.50067,0.133222,0.4755,,0.0398,0.8804,7.9236,4.2795,1.85152,1.199,0.199773,0.107897,0.0918765664100647,0.250199,1.4492,0.292027,0.721397,0.411614,,4.68347,-0.0047747,-0.0503699,999,,,,"sa968102"
"Darren McCaughan","MIN",0.0479,0.0619,0.0319,4.77225,0.5861,0.0881,0,0,1,4.34,1.0633,0.5652,0.53025,0.163444,0.285,,0.0531,0.7701,6.9309,2.565,2.70211,1.471,0.177442,0.0656682,0.11177418380975723,0.265699,1.3483,0.29327,0.699523,0.373528,,4.76536,-0.00478461,-0.0491612,999,,,,"20038"
"Nick Raquet",,0.0498,0.0597,0.0346,4.53186,0.5935,0.0865,0,0,1,4.393,1.0521,0.5443,0.50354,0.130111,0.3993,,0.0445,0.7212,6.4908,3.5937,1.80616,1.171,0.16417,0.0908946,0.07327566295862198,0.266408,1.4514,0.297618,0.714677,0.452006,,4.74692,-0.00478848,-0.0476533,999,,,,"sa3004658"
"Seth Clark","TEX",0.0474,0.0506,0,4.44474,1,0,0,0,1,4.486,0.9812,0.5355,0.49386,0.115333,0.5549,,0.0579,0.8524,7.6716,4.9941,1.53613,1.038,0.190013,0.123696,0.06631743907928467,0.253331,1.5361,0.298013,0.727903,0.467408,,4.79941,-0.00480508,-0.0487711,999,,,,"sa3020630"
"Collin Lowe","MIA",0.0449,0.0634,0.0293,4.69701,0.638,0.077,0,0,1,4.361,1.1253,0.564,0.52189,0.135444,0.2912,,0.047,0.5996,5.3964,2.6208,2.05907,1.219,0.137491,0.0667737,0.07071772962808609,0.279731,1.4165,0.301073,0.694853,0.472802,,4.74266,-0.00480853,-0.044807,999,,,,"sa3019850"
"Nick Vincent",,0.046,0.0519,0,4.66155,1,0,0,0,1,4.329,1.038,0.5521,0.51795,0.158667,0.3227,,0.0425,0.7872,7.0848,2.9043,2.43942,1.428,0.181843,0.0745438,0.10729959607124329,0.26187,1.3607,0.291369,0.710191,0.36699,,4.75035,-0.00481707,-0.0476438,999,,,,"7555"
"Grayson Thurman","TOR",0.0462,0.0517,0,4.54329,1,0,0,0,1,4.374,1.0067,0.5419,0.50481,0.141111,0.4045,,0.04,0.8231,7.4079,3.6405,2.03486,1.27,0.18818,0.0924783,0.09570186585187912,0.25619,1.4112,0.291907,0.716272,0.404606,,4.68822,-0.00481841,-0.0503603,999,,,,"sa3020756"
"Taylor Cole",,0.0469,0.0598,0.0227,4.94217,0.6949,0.0649,0,0,1,4.419,1.0495,0.5868,0.54913,0.144778,0.4242,,0.0496,0.8109,7.2981,3.8178,1.9116,1.303,0.183503,0.0959946,0.08750848472118378,0.266019,1.4737,0.302631,0.697791,0.411103,,4.84819,-0.00481931,-0.0425639,999,,,,"11964"
"Rafael Dolis",,0.0459,0.052,0,4.66416,1,0,0,0,1,4.437,0.9881,0.5557,0.51824,0.132778,0.4887,,0.0507,0.88,7.92,4.3983,1.8007,1.195,0.198332,0.110142,0.0881902277469635,0.253515,1.4768,0.29649,0.713527,0.407989,,4.75079,-0.00482211,-0.0476438,999,,,,"4185"
"Andrew Pérez",,0.0474,0.0529,0.0067,4.48479,0.9167,0.0177,0,0,1,4.38,1.0039,0.5353,0.49831,0.138889,0.4186,,0.0448,0.8055,7.2495,3.7674,1.92427,1.25,0.183904,0.0955708,0.08833332359790802,0.256319,1.4225,0.291033,0.722443,0.400993,,4.75124,-0.00482715,-0.0476438,999,,,,"sa3006640"
"Matt Foster","CHW",0.0423,0.0628,0.0178,4.95324,0.7526,0.0526,0,0,1,4.383,1.0251,0.5829,0.55036,0.179889,0.3849,,0.0398,0.8408,7.5672,3.4641,2.18446,1.619,0.191832,0.0878166,0.10401551425457001,0.258975,1.41,0.287721,0.714153,0.330436,,5.09754,-0.00483477,-0.047468,999,,,,"19647"
"Heath Holder",,0.0461,0.0518,0,4.64544,1,0,0,0,1,4.382,0.9753,0.5497,0.51616,0.150667,0.4254,,0.0556,0.9081,8.1729,3.8286,2.1347,1.356,0.207234,0.097079,0.11015518754720688,0.250013,1.4007,0.290136,0.715266,0.355002,,4.75195,-0.00483521,-0.0476438,999,,,,"sa602623"
